acn,Report_1_Synopsis,Assessments_Primary_Problem
1477640,B737 Captain reported that after several flights the aircraft was found to have had a lockout pin installed in the wheel well.,Procedure
1389190,EMB-145LR Captain reported a brief stick shaker resulted from a wake turbulence encounter departing ORD.,Procedure
1773053,Pilot Instructor on Falcon 900 aircraft reported on heading and speed deviations during flight.,Human Factors
1737507,Student Pilot reported an NMAC event in landing pattern during base turn to final.,Human Factors
1451263,ZME Center Controller reported hand off issues with a BNA Approach Controller.,Procedure
1411841,B737-900 Captain reported he was unhappy with ATC handling of his aircraft after he declared minimum fuel.,Procedure
1711749,First Officer reported not reengaging the autopilot on a go around; resulting in a flap overspeed.,Procedure
1348996,B777 flight crew reported windshear during two consecutive approaches resulting in go arounds. After noting that the warnings were for increasing airspeed the crew elects to fly a third approach and ignore the windshear warning should it occur; but it does not. Gate arrival fuel is 6;900 pounds.,Weather
1723340,A320 Captain reported a fume event during preflight at gate due to a communication breakdown between flight crew and deicing ground personnel.,Human Factors
1744812,Cessna 172 pilot reported a critical ground conflict during landing with an overflying aircraft attempting to land on same runway.,Human Factors
1632533,B737 Captain reported encountering wake turbulence on approach to LAX in trail of a B767. Reporter was critical of arrival procedures that put aircraft at risk of wake turbulence encounters.,Procedure
1569759,CRJ-700 Captain reported ambiguity in company policy regarding overwing refueling away from jetbridge.,Procedure
1744709,Small aircraft pilot reported loss of directional control during landing rollout due to high crosswind gust resulting in a ground contact.,Human Factors
1327374,Air carrier Captain reported a misunderstanding between the Captain and First Officer whether to fly runway heading or comply with the RNAV Departure procedures which resulted in heading deviation.,Procedure
1479332,B737 Maintenance Technician reported changing the rudder arm weight without performing a weight and balance procedure.,Procedure
1390415,B767 flight crew discovered during preflight that their assigned aircraft at a foreign airport was restricted to flight in the lower 48 states. The crew refused the aircraft until the FAA issued a temporary aircraft certificate permitting flight from the foreign airport to a U.S. airport.,Company Policy
1244478,A GFK Controller reports of a runway incursion during a moderately busy session involving a student pilot.,Procedure
1416730,Maintenance reported that the Nose Landing strut on a Cessna 560 was leaking hydraulic fluid.,Incorrect / Not Installed / Unavailable Part
1688364,Approach Controller reported vectoring an aircraft on an ILS Approach to avoid two separate unidentified VFR aircraft not in communication with ATC.,Airspace Structure
1755094,A320 First Officer reported an unstabilized approach that resulted in erroneous GPWS warnings and a go around.,Human Factors
1664942,Flight Crew reported that review of MEL procedures enabled them to correctly handle a situation in flight caused by Autobrake system becoming unreliable.,MEL
1441355,CE750 flight crew reported that the autopilot was disconnected while the speedbrakes were engaged resulting in an excessive nose up trim.,Procedure
1343823,C172 instructor and solo student reported loss of directional control on the takeoff roll when the student encountered wake turbulence from the preceding Cessna Citation.,Environment - Non Weather Related
1397501,Miami Center Controllers reported of an unsafe situation where the assist Controller dropped a data tag on an aircraft that had not had communications transferred to the new sector. Pilot reported that an aircraft had passed pretty close. Reporters saw traffic after the fact and transferred communications.,Procedure
1431659,B747 flight crew reported a wake turbulence encounter during final approach to SFO Runway 28L from an aircraft landing on 28R.,Environment - Non Weather Related
1240930,ZID Controller reports of a airspace violation above a warning area by a military aircraft.,Procedure
1605240,Center Controller reported a CRJ encountered severe turbulence with possible injuries.,Weather
1482556,B777 First Officer reported the tow bar broke during pushback resulting in a delay until the aircraft could be inspected.,Procedure
1474499,Air Traffic Controller reported the need to vector an aircraft off the final approach course to avoid fast moving VFR traffic in the area of Boeing Field .,Airspace Structure
1464373,Air carrier Captain relayed his opinion of current in-flight security procedures pertaining to flight deck access.,Procedure
1260936,ZTL Controller reports of being told by  Front Line Manager (FLM) to slow a specific aircraft to the slowest practical speed. Controller doesn't do this and coordinates with another sector.  Controller states Traffic Management Unit (TMU) should not be giving control instructions.,Procedure
1332793,A VRB Tower Controller reported clearing an aircraft for takeoff and the pilot responding that they will wait for the landing traffic. The Controller cancelled takeoff clearance and told aircraft to hold short. The Controller then went on to explain why he did not see the aircraft on short final.,Procedure
1745289,A Controller working combined sectors reported they requested the sectors be split due to workload but they were not and did not notice an aircraft on an assigned heading was flying below the Minimum Vectoring Altitude.,Company Policy
1331706,Ramp Agent reported an electric pushback tractor's brakes failed as he approached the towbar. The tractor ran over the towbar; but the driver steered away from the aircraft then stopped by pulling the lever into park.,Equipment / Tooling
1750233,A319 First Officer reported that an incorrect MEL was applied to the aircraft and resulted in a loss of power to engine while on approach for landing.,MEL
1296837,ZID Controller reported an airborne conflict he observed. Controller descended one aircraft through the altitude of the other. The aircraft were close to losing separation but did not. Controller reported he needed to be more authoritative to the D-Side in issuing instructions for coordination.,Procedure
1327969,Challenger 600 crew arriving at aircraft found the AC external power door closed and partially latched. Closing the door moves an internal switch to the 'close' position so when hydraulic pressure is reapplied the nose doors close. A dangerous situation if any ground personnel are nearby. The external power door should be left open.,Procedure
1699060,Maintenance Technician reported that station technicians modified company oxygen service carts without documentation and used unauthorized and uncleaned components for modification.,Equipment / Tooling
1747988,Flight crew reported that during takeoff they dialed in an incorrect frequency while trying to contact Departure.  The crew attributed the error in part; to the Tower Controller working both Local and Ground positions.,Human Factors
1746796,Air carrier flight crew reported a track heading deviation.  ATC questioned their routing and the crew realized they had an amended clearance.,Human Factors
1390656,Air carrier flight crew reported that on initial climbout they observed another aircraft opposite direction descending towards them. Both aircraft pilots took evasive action.,Procedure
1505963,ZKC Center Controller reported issuing a traffic advisory too late due to an excessive work load.,Company Policy
1774722,Citation pilot reported flying into severe turbulence due to congested ATC frequency.,Weather
1630116,EMB-135 flight crew reported a GPWS event during approach to OAK airport.,Procedure
1764277,Air carrier flight crew reported being distracted during preflight and the flight departed without the logbook on board.,Human Factors
1715622,Air carrier flight crew reported that during the takeoff roll and initial climb; an aircraft attempted to depart from the opposite end runway. The other aircraft aborted the takeoff.,Human Factors
1615407,CE-560XL Captain reported a near upset occurred as a result of a wake turbulence encounter on arrival into LAX 5 miles in trail of an A320.,Procedure
1761248,Kodiak 100 Pilot reported a NMAC event while attempting to maneuver away from approach course via an assigned heading.,Human Factors
1254550,A Los Angeles Center (ZLA) Controller describes a situation where an aircraft is circling on a mission and is in constant conflict due to altitude and position.,Procedure
1338608,CRJ-200 First Officer on the KORRY3 Arrival was advised by ATC of a helicopter orbiting the Statue of Liberty at 4;500 feet and to maintain 5;000 feet. The TCAS shows -400 feet for the target and commanded 'monitor vertical speed.' The crew elected to climb.,Procedure
1232907,The flight crew of a commercial fixed wing aircraft failed to note the small 'Note 4' in the heading of the Jeppesen 10-3B UECKR ONE RNAV SID out of MKE advising departures to 'maintain 250K until advised.' After receiving the clearance to 'resume normal speed' for the second time the reporter inquired and was advised of the small font note.,Chart Or Publication
1305065,Pilot reported landing at the wrong airport.,Environment - Non Weather Related
1265359,A pilot reports of being high and above the glideslope while flying into OAK airport on the ILS to runway 30. He is kept high by NorCal approach.,Procedure
1330677,A B737-700 Captain reported he was uncomfortable flying to an international destination without an experienced individual in the cockpit to assist.,Company Policy
1750870,Air Traffic Controller reported assigning a correction vector heading after mistakenly assigning a previous vector which resulting in the aircraft flying below MVA.,Human Factors
1775109,Air Carrier Ramp Agent reported required Hazmat load documents missing from Load report. Dispatch notified; Load report corrected prior to departure.,Human Factors
1609015,A320 Captain reported the aircraft failed to initiate a proper level off  while on the JFUND2 arrival to BOS. Captain stated this is a reoccuring type of event.,Incorrect / Not Installed / Unavailable Part
1631260,Chicago Center Traffic Management Controller reported a problem with a rocket launch waver.,Procedure
1533876,PHL Controller reported ramp control utilized movement area without coordination which resulted in vehicle and aircraft conflicts. PHL Controller reported this as a continuing trend.,Procedure
1412718,B737 Captain reported diverting while enroute to add fuel due to unanticipated headwinds.,Weather
1773317,Air carrier Captain reported receiving a flap aural warning message due to having an incorrect flap setting on final approach.,Human Factors
1479997,B767 Captain reported he noticed during flight planning the Dispatcher had missed a NOTAM affecting their route.,Chart Or Publication
1676938,A TRACON Controller reported they issued an insufficient vector to an aircraft to avoid a higher Minimum Vectoring Altitude area.,Weather
1452384,Center Controllers reported a loss of separation between two aircraft deviating for weather.,Weather
1392993,AGC Tower Controller reported the PIT TRACON Controller turned a departing aircraft to a conflicting heading with another departing aircraft.,Manuals
1604118,ZDC ARTCC Controller reported that multiple aircraft were not re-routed away from severe turbulence by the Traffic Management Unit.,Weather
1232352,Pilots are told by Tower Controller; 'cross runway; taxi via Mike; keep it rolling; and switch to Ground.' Pilots do as instructed thinking they were cleared to the gate. Ground Control is very busy and calls aircraft asking what they are doing. Pilots respond correctly and then Ground advises them that Tower does not control the taxiways. Pilots thought Tower cleared them to the gate.,Procedure
1522649,Military instructor pilot flying in an IR Route reported they were not issued traffic information for passing conflicting traffic.,Airspace Structure
1238115,ASE TRACON Controllers report of a loss of separation given to them by ASE Tower. Controllers report on the situation and describe how it could have been fixed by the Tower.,Procedure
1270783,Pilot reports of flying into LAX on the SADDE6 arrival and at the SAPPI intersection the aircraft turns to join the Runway 24R final. Pilot does not recall being issued a heading to fly after SMO. Pilot called SCT after landing and had discussion with Operations manager who stated this had been happening a lot lately and were wondering why it was happening and how they could fix it.,Procedure
1425495,B737NG flight crew reported they were concerned with the operational difficulties presented on arrival into PBI while the Presidential TFR is in effect.,Airspace Structure
1634785,B737-700 Flight Attendant reported widespread misunderstanding between departments regarding the procedures for safe transport of Lithium Ion Batteries.,Procedure
1355149,RVS Tower Controllers reported TUL TRACON permitted an aircraft to approach RVS opposite direction to the runway in use not in compliance with their local Letter of Agreement.,Procedure
1553087,GA pilot reported entering a TFR without approval.,Weather
1742856,First Officer reported setting the incorrect flaps resulting in an immediate rejected takeoff after receiving a configuration warning.,Human Factors
1240952,Pilots and Controller report of two aircraft getting a RA and responding to the RA with no loss of separation. Controller possibly climbed one aircraft to the other's altitude.,Procedure
1371895,A A90 TRACON Controller reported a hand off issue with the adjacent facility resulting in a conflict.,Procedure
1619771,LAN TRACON Controller reported a problem with a certain company and the amount of incorrect filed flight plans that cause confusion daily.,Company Policy
1409437,Air carrier Captain reported cancelling their takeoff clearance from Runway 22R at EWR and requesting Runway 29 due to crosswind exceeding the aircraft limit.,Weather
1430977,GFK Tower Controller working an arriving emergency aircraft was not clear on the proper runway closure procedures as they were not addressed in their local procedures.,Manuals
1410005,Air carrier Captain reported a high workload environment while landing in winter conditions into DCA and due to extreme winds; encroached briefly into restricted airspace.,Weather
1311855,B737 flight crew reported returning to departure airport after a bird flock encounter in initial climb caused extensive damage to the right engine.,Environment - Non Weather Related
1751501,CE560XLS First Officer reported an exterior panel missing post flight.,Company Policy
1605294,Air Carrier flight crew reported unsafe ATC taxi instructions used exclusively on BOS ground control.,Procedure
1431418,CRJ-200 First Officer reported a go-around during a high crosswind landing which resulted in an overspeed and overtemp on the right engine.,Weather
1329350,A320 Captain reported a 'B' Hydraulic System Low Pressure warning appeared on ECAM. There was no procedure in the QRH to resolve the issue. Pressure indicated normal; but the aircraft tended to roll to the right for the remainder of the flight. They reset MCDU 1; to no avail. Turning the hydraulic pump back on the aircraft 'jerked' indicating pressure; but the tendency to roll remained.,Manuals
1432232,B767 First Officer reported uncertainty about the assigned clearance; but was unable to confirm because of frequency congestion. After OCKHAM; ATC directed them back to enter OCKHAM holding as previously instructed.,Procedure
1229429,SAN Controller describes a session where the local controller does not issue a specific clearance to a VFR request; the aircraft does the request anyway and violates airspace.  Another aircraft does the same thing right afterward; and it doesn't affect the local controller.,Procedure
1516979,Air carrier First Officer reported that the assigned runway for takeoff had a tailwind component that was out of limits for the aircraft.,Weather
1472244,B737 First Officer reported they experienced a sudden and aggressive yaw during the takeoff roll on ORD Runway 22L when an A321 crossed overhead landing on Runway 28C.,Procedure
1744763,Air carrier Captain reported an airframe overspeed in cruise that likely resulted from the autothrust not being engaged during takeoff. Captain noted that the failure to see the FMA indications resulted from a lack of proficiency and recency of flying.,Human Factors
1756365,Flight attendants reported that a child was unable to wear a face mask due to crying; resulting in a stressful situation. The child and parent were reseated and the situation was resolved.,Human Factors
1651683,C172 Instructor Pilot reported encountering wake turbulence while departing ORK from a B757 inbound to LIT.,Environment - Non Weather Related
1439512,Helicopter Captain reported fuel quantity failures on a multi-leg patient flight which was later determined by Maintenance to be caused by contaminated fuel.,Equipment / Tooling
1487475,B737-800 flight crew reported that takeoff performance data limits the pilots options for a safe Rejected Takeoff.,Company Policy
1551544,An Airbus A321 Captain reported that there are undocumented repairs to damaged areas in cargo compartments.,Company Policy
1371914,ZOB Center Controller reported not being aware of sector flow control restrictions because there were no supervisors on duty to post and/or relay the information.,Staffing
1593017,B737MAX Captain expressed concern that some systems such as the MCAS are not fully described in the aircraft Flight Manual.,Manuals
1765512,Air carrier Flight Attendant reported a parent could not make a child comply with the face mask policy during boarding.,Human Factors
1685062,B737 flight crew reported a conflict between ETOPS procedures and an MEL deferral; resulting in them being unable to conduct an APU test in flight.,Procedure
1740086,Flight Attendant suggested changing the safety announcement during the COVID-19 pandemic to include instructions for passengers to remove their personal protective masks before donning drop-down oxygen masks.,Company Policy
1720716,Maintenance Personnel reported Hazmat goods transported by Contractor at outlying station incorrectly configured; segregated; and did not provide required documents. Reporter recommended that appropriate Hazmat training be provided to personnel.,Human Factors
1746919,Pilot reported losing control of aircraft due to crosswind on landing resulting in a runway excursion.,Weather
1502879,PA-28R pilot reported inadvertently entering IMC on a VFR flight.,Weather
1530759,Two maintenance technicians reported the manuals for the Embraer ERJ engine test were ambiguous and were subject to interpretation.,Manuals
1405488,ZNY Center Controller could not find out the status of Special Use Airspace because there was not a Military Liaison Specialist on duty.,Staffing
1764880,Large Transport Captain reported a Widebody Transport crossed runway he was departing resulted in momentary loss of control due to the Widebody Transport's jet blast.,Procedure
1466964,Air Carrier Captain reported ZSE Center did not correctly issue IFR clearances from EAT by not including the departure procedure.,Procedure
1764934,Flight Attendant reported forgetting to put a mask back on prior to doing a water service.,Human Factors
1345636,A Ramp Agent discussed an unsafe condition caused when aircraft engines are not secured quickly after an aircraft gate arrival near a main road. People become impatient and baggage handlers get too near the aircraft.,Procedure
1472504,Air Traffic Controller reported descending an aircraft to an altitude below the Minimum Vectoring Altitude.,Procedure
1760776,Pilot reported encounter with heavy smoke from wildfires; resulting in descent to altitude necessitating terrain avoidance.,Environment - Non Weather Related
1746851,Pilot reported a NMAC with an aircraft on very short final.,Human Factors
1766874,Air Carrier First Officer reported a speed deviation below 10;000 feet during descent.,Human Factors
1718903,B737 Captain reported a distraction during pushback caused them to taxi without flaps; and not complete the before taxi checklist.,Human Factors
1749282,Student pilot reported a runway excursion.,Human Factors
1424563,ZMP Controller reported a handoff issue with ZDV Controller resulting in a conflict.,Procedure
1286650,Local Controller allowed the Ground Controller to approve a tug towing an aircraft to cross the active runway. The Local Controller forgot about the tug crossing the runway and cleared an aircraft for takeoff. The tug towing the aircraft had not cleared the runway when the departing aircraft took off.,Procedure
1477028,A balloon pilot reported striking a power line that was not initially visible. He took evasive action; which snapped the power line; and was able to land safely.,Environment - Non Weather Related
1745064,Instructor Pilot reported an NMAC in the pattern.,Human Factors
1280924,CRJ200 FO reported encountering wake turbulence in trail of an A319 after takeoff from ATL.,Procedure
1732661,CRJ-200 flight crew reported aircraft had flown multiple flights with nose wheel component parts missing.,Human Factors
1242721,A B737 Captain discussed; with pertinent details; his concerns with respect to the fatigue inducing manner in which flight crew pairing sequences including all night flying are scheduled by his air carrier. He follows up the discussion of those issues with suggested solutions.,Company Policy
1479665,B777 First Officer reported confusion with a NOTAM that addressed an engine failure procedure from Runway 01C at IAD.,Chart Or Publication
1739447,Air Carrier Captain reported hearing multiple loud pops on takeoff and was informed that a nose wheel assembly was left on the runway.,Procedure
1261002,An EMB-145XR First Officer reported it is becoming quite common to be released with a minimum fuel flight plan and stated he considered this potentially dangerous.,Company Policy
1688438,Flight crew reported exceeding allowed crew day hours due to unrealistic expectations.,Company Policy
1364099,A pilot reported concerns regarding the continuing disruption of GPS signals by the military testing jamming equipment.,ATC Equipment / Nav Facility / Buildings
1411015,B747-400 First Officer reported the flight crew was told that Maintenance was unable to determine the reason for a previous nine hour maintenance delay on the inbound aircraft.,Procedure
1344879,D01 TRACON Controller reported aircraft were deviating due to weather; TMU took airspace from the departure area; told reporter he had the airspace. Controller was not sure how aircraft should enter or exit the area and what exactly the procedures were for him to follow.,Weather
1678770,GA flight crew reported taking evasive action due to low climb rate of another aircraft.,Airspace Structure
1458875,A321 pilot reported executing two ATC-directed go-arounds at SFO; and expressed concern that SFO controllers were attempting to maximize operations at the expense of safety.,Procedure
1749502,Flight Attendant reported that several passengers boarded without wearing COVID-19 protective masks and had to retrieve them from carry-on luggage.,Human Factors
1246997,ZLC Controller reports of an aircraft under ATC control that is not at the required altitude and the Controller advises and issues altimeter. Aircraft cannot hold altitude and is off and on radar contact. Pilot reports of icing and Controller gets the aircraft turned toward airport for a visual; but pilot reports the might not be able to maintain the airport insight. Controller then clears aircraft for a VOR approach.,Weather
1574846,Air carrier Captain reported deviating into restricted airspace without clearance due to severe weather.,Airspace Structure
1582401,C172 pilot reported NMAC with F-16s while in the pattern.,Procedure
1340223,A B767 Captain reported SBGR controllers use clearance techniques that may contribute to unstabilized approaches to Runway 09R.,Procedure
1740720,A321 pilot crew reported using pilot emergency authority below 10;000 feet; increased speed; for critically ill passenger.,Human Factors
1745290,TRACON Controller reported an airspace violation occurred due to lack of coordination.  Traffic volume was cited as a contributing factor.,Human Factors
1336159,An air carrier pilot reported confusion with ATC in regard to the approach transition issued.,Chart Or Publication
1367123,B737-800 Captain described improper weight and balance calculations that can occur with specific cargo and passenger loads when passenger zone counts are not used.,Procedure
1247807,B757 First Officer (FO) reports hitting a flock of geese during climbout. The engines appear unscathed; but a return to the departure airport occured. The Captain and the FO both attempt to access their iPad's for overweight landing information to find both apps frozen.,Environment - Non Weather Related
1381516,Air carrier Dispatcher reported difficulty maintaining contact with an aircraft he was working that was experiencing multiple electrical issues related to a static discharge.,Equipment / Tooling
1662456,Embraer Captain reported encountering wake turbulence descending out of FL320 inbound into LGA in trail of an A320.,Environment - Non Weather Related
1233526,P50 Controller describes two incidents involving the same aircraft. First issue was the relationship to a jump area that ZAB did not point out to the appropriate sectors. Second issue was the aircraft was not on an assigned heading that the TRACON Controller knew about. Coordination was not complete.,Procedure
1750118,Air carrier flight crew reported a speed deviation and flap overspeed while executing a go-around.,Human Factors
1477801,Pilot of a small aircraft on VFR descent to LHM reported a Near Mid-Air Collision (NMAC) with an unidentified twin-engine aircraft departing LHM.,Procedure
1312049,A flight crew reported a deviation from a departure clearance due to a communication issue with ATC.,Procedure
1271245,CRJ-700 FO reported encountering 'very strong' wake turbulence on approach to ATL eight miles in trail of a B757. Reporter would like to see a more positive response from ATC when wake encounters are reported.,Procedure
1657239,B737-700 Captain reported a NMAC with a UAS while on approach to SNA.,Environment - Non Weather Related
1676644,Pilot reported that due to a Presidential TFR and fatigue; pilot landed on a lake that was not approved for seaplane operations.,Procedure
1528184,CRJ-200 First Officer reported receiving a terrain alert on initial approach.,Environment - Non Weather Related
1480038,Two Maintenance Technicians working on Citation X (C750) reported that items for the nose gear torque links were missing from a previous repair.,Manuals
1595123,Air Carrier Captain reported they were violated for departing VFR from a non-towered airport in a foreign country.,Company Policy
1344833,Helicopter crew was unable to establish communication with the PCT TRACON for permission to enter the DC SFRA. The aircraft proceeded to its destination anyway.,ATC Equipment / Nav Facility / Buildings
1349196,S46 TRACON Controller reported an Airbus departure climbed at a much slower airspeed than subsequent departures requiring ATC to restrict and vector off course the trailing aircraft.,Procedure
1694412,Flight Attendant reported a lightning strike and severe turbulence.,Weather
1604750,PA-32 pilot reported encountering clouds and possible icing that required a pop-up IFR clearance to complete the flight.,Weather
1717920,PA-28 pilot reported they were not complying with ATC assigned headings because they had not set their heading indicator properly before takeoff.,Human Factors
1310119,ZMA Controller received a call from Havana to coordinate and hand off southbound traffic entering their airspace. ZMA Controller observed the aircraft and another northbound aircraft in Havana airspace descending. The targets merged with 200 feet of vertical separation in Havana airspace.,Procedure
1551821,DAB Departure Controller reported concerns with the new RADAR Identification procedures.,Procedure
1687871,PA-32R pilot reported weather and multiple route reassignments by ATC resulted in a high workload.,Procedure
1456526,B737-800 Captain reported being informed after gate departure that the aircraft was tail heavy and passengers seated in the last row needed to move forward.,Company Policy
1689007,Controller in Charge observed a Local Controller depart a Cessna over the top of a hover taxiing helicopter; resulting in an NMAC.,Procedure
1290474,A First Officer reports that he was 'heads down' from the moment of taxi until reaching the runway holding point. As such; he was not able to aid the Captain during taxi. He attributes the problem to the new company policy to begin taxiing before receipt of the final weights.,Company Policy
1271764,A B737-900 arrival deplaning was delayed because the departure airport ramp personnel misloaded 30 bags in the aft hold which may have resulted in the aircraft tail tipping had the passengers deplaned before baggage removal.,Procedure
1771263,Dispatcher reported concerns with current staffing levels; especially when workload is increased due to weather diverts; last minute ATC closures for sanitizing and  international plus domestic re-routes.,Company Policy
1766495,Air Carrier First Officer reported door L1 ajar on 747-400 Boeing Converted Freighter prior to departure.,Human Factors
1392795,B737 Next Generation Captain suggested changes to NORCAL's arrival procedures into SFO from the east on the DYAMD Arrival.,Procedure
1658679,Air carrier Load Planner reported; after aircraft departure; loading documents were altered to suggest correct Hazmat load configuration.,Procedure
1730811,CVG Tower Controller and arrival aircraft flight crew reported a go-around due to arrival departure spacing.,Human Factors
1271243,CRJ-200 First Officer reported encountering wake turbulence in descent through 10;000 FT in trail of a B717 on arrival to ATL.,Environment - Non Weather Related
1373185,CRJ-200 flight crew reported they were dispatched with main gear tires that were in marginal condition. Crew expressed concern that this was not a sound maintenance decision.,Procedure
1486646,A Tower Controller reported an aircraft initiated a go-around due to a TCAS/RA it received for parallel runway traffic that it had in sight.,Airspace Structure
1747416,Instructor pilot reported dialing the incorrect CTAF frequency and landed while an aircraft was lining up to takeoff on the same runway.,Human Factors
1572717,Air Carrier Captain reported the ramp push-back crew marshal at foreign airport does not use proper hand signals.,Procedure
1279422,ZLA Controller reports of weather in the area and two aircraft that have to deviate. The deviation takes the aircraft into a restricted area. Controller attempts to get the area released for the two flights but is told unable. The aircraft deviate within three miles of the airspace.,Weather
1272138,The flight crew encountered an Anti-Ice system malfunction while taxiing for takeoff. After completing the appropriate checklists and re-computing the performance data; they accomplished an uneventful takeoff. However; due to pressure to meet an expiring takeoff slot time; they failed to address some MEL implications.,Procedure
1752706,Flight attendant reported they asked a passenger to move to an upgraded seat for social distancing purposes; but the passenger refused.,Company Policy
1738078,A320 flight attendants reported ill passenger vomited on two FAs who took preventative measures on their persons as well as requested passenger medical evaluation at destination.,Environment - Non Weather Related
1647056,PCT TRACON Controller reported one aircraft did not comply with a crossing restriction and another aircraft did not comply with a heading or altitude assignment causing them to have to vector one off final to maintain separation.,Procedure
1653663,CRJ-200 First Officer reported a navigation problem which was related to FMS and GPS issues.,Environment - Non Weather Related
1308605,The crew departed from GRR while a mandatory deicing procedure was reportedly in effect; though the aircraft was clean and there was no precipitation.,Company Policy
1772232,Ground employees reported concerns regarding social distancing protections in their work environment.,Company Policy
1493050,B737 Captain reported that RPLL procedures into Runway 24 pose a challenge to SOP stabilized approach procedure.,Procedure
1516423,Air carrier flight crew reported continuing their takeoff after ATC issued a clearance to cancel their takeoff.,Procedure
1540624,Captain reported that the Jeppesen FliteDeck Pro application obfuscates the airport operation hours are not clear and fail to reference what chart holds specific airport diagrams.,Chart Or Publication
1756121,Tower Controller reported wasps flying around the Tower Cab create an unsafe distraction.,ATC Equipment / Nav Facility / Buildings
1279860,An Air Carrier Captain reported he departed on the SJC BMRNG 2 Departure and leveled at 3;000 FT which the crew interpreted as the charted climb limit. NCT was not happy with that; but the crew was not cleared to 17;000 FT as NCT expected. The reporter thought the Jeppesen departure chart format was difficult to read.,Procedure
1256155,B747 flight crew experiences severe turbulence at FL330 in the Tokyo FIR. Altitude deviations of 600-700 feet occur along with stick shaker and over speed warnings. The First Officer disconnects the autopilot and auto thrust to return the aircraft to stable flight. A second and third event of less severity occur over the next ten minutes. Flight continues to destination.,Weather
1761319,Air carrier Captain reported an altitude deviation during approach.,Human Factors
1761842,Air carrier First Officer reported an unstable approach and stated this was the first flight in 2 months.,Human Factors
1271103,D01 Controller reports of a shift where the TMC had planned one operation but that didn't work. Confusion ensued along with holding of aircraft; not knowing what runway to vector aircraft to; communication issues; and a departure aircraft that needed to return to the field.,Procedure
1744622,EUG TRACON Controller working a radar sector reported one aircraft descended below the Minimum Vectoring Altitude and another flew off course into confliction with a VFR aircraft.,Procedure
1272604,B737-800 Captain reported refusing takeoff clearance in ATL because the preceding aircraft was a B757 and he felt more separation was appropriate.,Procedure
1770930,Helicopter Captain reported flying with an overdue engine power check inspection.  Reporter cited being distracted after being informed that the crew from the previous shift was COVID-19 positive.,Environment - Non Weather Related
1412795,Air carrier flight crew reported a diversion to BTV after runway conditions deteriorated at CYUL. Captain reported BTV was not a very good alternate; but due to their fuel state elected to successfully land even though he received a windshear alert on the second approach.,Weather
1448498,Tower Controller reported a ground conflict and attributed the FAA 7110.65 as a contributing factor.,Procedure
1752775,C-172S Student Pilot reported loss of directional control on landing resulting in a runway excursion.,Human Factors
1267794,An Air Carrier Dispatcher discovers that one of the flights that was originally dispatched without an alternate required one at the time of departure. The Sabre flight planning software apparently detected the need for an alternate and automatically issued 1;1;3 exemption without the Dispatcher being aware.,Equipment / Tooling
1606328,B787 flight crew reported company and airport procedures/manuals require updating for new widebody aircraft.,Procedure
1728976,An Air Taxi pilot about to enter the runway from an intersection at a non towered airport reported a landing aircraft notified them just as they were passing the intersection.,Procedure
1647218,Dispatcher reported getting Coded Departure Routes from ATC that would take aircraft into worse weather than originally planned.,Weather
1434488,R90 TRACON Controller reported vectoring an aircraft into airspace at an altitude below the Minimum Vectoring Altitude.,Airspace Structure
1714675,Pilot reported weather and a closed destination airport required an air turnback; during which windshield anti ice failed.,Weather
1743829,E175 Captain reported airspeed and altitude excursions after encountering severe turbulence on descent into OKC.,Weather
1759279,Air Carrier Captain reported taking an ATC clearance for a similar sounding aircraft on the same frequency. The Captain reported the Controller was working multiple sectors at the time.,Human Factors
1332354,B737 flight crew received a cancel takeoff clearance and hold short of intersecting runway for landing traffic. Captain did not reject and continued the takeoff because he determined the aircraft would stop in the middle of the intersecting runway. Landing aircraft was instructed to go-around.,Procedure
1780084,Air carrier First Officer reported being two hours late due to ATC COVID Center Closure and going over daily allowed work hours.,Environment - Non Weather Related
1547640,Ramp personnel reported Company's HAZMAT Training information contains inconsistencies.,Procedure
1438226,Air carrier First Officer reported a low speed rejected takeoff at RDU when a general aviation aircraft crossed the runway in front of his aircraft.,Procedure
1593472,Air carrier maintenance technician reported an aircraft was removed from the hanger using non-standard maintenance procedures and practices.,Company Policy
1554246,ZAB Controller reported being instructed to ignore alerts within the YUMA range airspace; consequently desensitizing controllers.,ATC Equipment / Nav Facility / Buildings
1705638,Flight Crew reported getting terrain alerts while on approach near mountainous terrain.,Environment - Non Weather Related
1398778,A320 pilot reported deviating from departure procedure track in response to receiving a TCAS traffic advisory of a helicopter in his flight path departing LAS. The Tower Controller seemed unconcerned.,Procedure
1737008,Air Carrier Captain reported that concerns about COVID-19 and possible furlough resulted in an unstabilized approach.,Human Factors
1415610,GV First Officer was asked by VNY Tower to fly through the final approach course and then turn back to the airport for departing traffic. The pilot complied; but felt this was an unsafe maneuver.,Procedure
1424317,A Center Controller reported not knowing how to update the flight plans for military aircraft in a refueling track.,ATC Equipment / Nav Facility / Buildings
1502317,A11 TRACON Controller reported they did not notice an aircraft had flown off course and into an area below the Minimum Vectoring Altitude.,Airspace Structure
1680170,A330 Captain reported encountering wake turbulence at FL360 from a preceding B747 on a North Atlantic oceanic track.,Environment - Non Weather Related
1322126,C560XLS First Officer reported that the left brake pedal felt spongy. The cable snapped while pumping the brakes and checking the pins on the brake pads.,Equipment / Tooling
