acn,Report_1_Synopsis,Assessments_Primary_Problem
1513606,MWH Tower Cab Radar Controller In Charge reported a loss of separation after inadvertently descending an aircraft into another aircraft.,Staffing
1765641,Air carrier Captain reported food that is provided for passengers and crew is unfit for human consumption on specific flights.,Company Policy
1647605,B737-800 pilot reported inadequate training on use of new checklist procedures.,Company Policy
1750151,Captain reported refusing an aircraft due to a inappropriate MEL; as well as miscommunication with supervisor.,MEL
1592863,PC-12 flight crew reported hitting a turkey on departure; then returning to airport as a precaution.,Environment - Non Weather Related
1535845,GA pilot reported that on two different occasions; a loud noise on frequency in the ZLA sector resulted in a loss communications with ATC.,ATC Equipment / Nav Facility / Buildings
1559770,EMB-175 flight crew reported the ramp crew pushed the aircraft without clearance; towards conflicting taxiing aircraft.,Equipment / Tooling
1774139,Aircraft Maintenance Technicians reported that proper safety procedures were not followed by the contract vendor while working on aircraft.,Company Policy
1649801,B737-800 Flight Attendant reported Raft #2 in overhead bin missing mooring line and activation pin exposed posing a hazard of accidental inflation in the passenger cabin.,Equipment / Tooling
1577415,ZDC ARTCC Controller reported an airspace violation; a low altitude alert; and communication problem with a local Tower.,ATC Equipment / Nav Facility / Buildings
1471320,A320 flight crew experienced a GPWS terrain warning descending to 2000 feet 5 NM south of TOLOC during a night visual approach to PDX.,Environment - Non Weather Related
1769652,Flight Attendant reported concerns with communication and possible health issues resulting from wearing a face mask for so long.,Environment - Non Weather Related
1748591,Maintenance Technician reported that aircraft are coming out of storage with circuit breakers and other systems in the incorrect setting/position.,Company Policy
1740521,Technician reported an aircraft was supposed to be deep cleaned after possible COVID-19 contamination; but when cleaners where questioned they had not been advised to deep clean the aircraft.,Company Policy
1312373,The crew responded to an RA after departing OKC while trying to check in with Kansas City Center.,Airspace Structure
1470425,Agriculture aircraft pilot reported a near miss with a UAV approximately 10 miles southeast of LRJ.,Environment - Non Weather Related
1759820,Ramp worker reported that a co-worker tested positive for COVID-19. The ramp worker was not notified by management and continued to work.,Company Policy
1760872,Captain reported commencing approach too high due to TFR; resulted in unstabilized; misconfiguration to a go around followed by visual maneuver at night in high terrain.,Airspace Structure
1517422,HUF Tower Controller working arrival radar reported efforts to provide separation utilizing a D-Brite tower scope were limited and ineffective.,ATC Equipment / Nav Facility / Buildings
1655257,Embraer Captain reported encountering a drone at 7;500 feet in the vicinity of area.,Environment - Non Weather Related
1229390,DAB Controller describes a possible situation due to the Tower TDW [radar display] maps not showing the correct position of intersections on the map.,ATC Equipment / Nav Facility / Buildings
1682678,Center Controller reported that an aircraft descended below the minimum IFR altitude in a non-radar area; resulting in CFTT.,Airspace Structure
1524186,B757 Flight Attendant reported difficulty in fighting an in-flight electrical fire with an expired fire extinguisher.,Equipment / Tooling
1353850,MD-80 Flight Attendant reported noticing moisture issues resulting from a company change to using regular ice instead of dry ice to cool beverages.,Company Policy
1501453,P80 TRACON Controller reported they had to vector an aircraft off of their approach to avoid a merging aircraft target with no transponder.,Airspace Structure
1734045,Pilot reported passing under a parachutist on his landing roll at ASD airport and suggests relocating the drop zone to a safer area.,Airspace Structure
1356691,A B737 pilot reported landing on LAS Runway 25L with taxi clearance taxiway B6 to B but after crossing 25R he entered taxiway A6 because his tablet's Jeppesen airport diagram chart incorrectly depicted A6 but no adjacent; yet separate B6 exit off the Runway 25R.,Chart Or Publication
1295394,Two Hot Air Balloon fabric envelopes made contact during their approach to land because of significant terrain changes including the mix of road surfaces; open field; water; and trees.,Environment - Non Weather Related
1642922,Air carrier reporter stated there are QRH errors in the performance table accompanying the B737NG Unreliable Airspeed Non-Normal procedure.,Manuals
1266489,A-320 captain points out potential fatigue issues with certain flight pairings.,Company Policy
1288291,A Quad City Challenger Rotax Engine wooden propeller departed the aircraft inflight. The aircraft landed safely on a nearby road. The wooden propeller has not been re-torqued after being flown several months earlier from a high humidity area to a dry climate.,Manuals
1531829,SCT controller reported the new MVA requirements east of SNA do not allow controllers to get aircraft low enough for a stable approach.,Airspace Structure
1505338,Pilot reported the Ipad Electronic Flight Bag became unusable shortly after takeoff.,Equipment / Tooling
1470009,Air carrier Captain reported that after landing in SKBO he noted differences between taxiway designations and their charting.,Chart Or Publication
1308379,EMB-145 Captain took issue with the VFR corridor below the Runway 4R approach path at JFK. The VFR traffic at 500 feet causes a TCAS RA with the EMB145 passing over at 900 feet.,Airspace Structure
1432666,D01 TRACON controllers reported that an aircraft on final that was using visual separation on an adjoining aircraft went around due to a Resolution Alert. This made the scenario worse because the aircraft was heavy and flew over another aircraft.,Equipment / Tooling
1309921,DH-8-400 Captain reported having the APU on while being deiced when it should have been off. The checklist layout is cited as contributing to the mistake.,Company Policy
1737668,Ground employee reported the employee bus carries more than 10 passengers and 6 feet social distancing separation is impossible.,Company Policy
1625896,BE36 pilot reported a NMAC with paraglider; ATC stated it is a common occurrence for the ORL area.,Airspace Structure
1724939,Air carrier Captain stated two very bright billboards prior to the Approach Light System inbound to LAX are a distraction and a hazard to landing aircraft.,Environment - Non Weather Related
1762538,Flight crew reported GPWS warning on approach to landing and elected to continue.,ATC Equipment / Nav Facility / Buildings
1517120,A Maintenance Inspector working on a Cessna Citation reported that the Owner/Operator failed to properly document completion of tasks previously accomplished.,Company Policy
1300884,B737 flight crew reported confusion about the location of DAL Taxiway P on the ramp because the airfield chart does not sufficiently describe a large aircraft parking area north of Taxiway P which can be taxied into.,Chart Or Publication
1692998,Air carrier Captain reported a Jeppesen 10-9 Chart for ELP was incorrect.,Chart Or Publication
1606375,Air carrier Flight Attendant reported the first aid equipment was defective when needed for an ill passenger.,Equipment / Tooling
1322299,ZNY ARTCC Controller reported an ATC Computer assigned a beacon code to an aircraft 200 miles from the Controller's airspace. The inconsistency was only realized after the Controller issued control instructions to the aircraft and none were complied with. Eventually the error was caught shortly before the aircraft transitioned out of the sector.,ATC Equipment / Nav Facility / Buildings
1394074,B737-800 First Officer reported while at V1 speed encountered a bird strike so they aborted the takeoff.,Environment - Non Weather Related
1272567,ERJ-170 pilot identifies discrepancies between Jeppesen and LIDO charts at MDW.,Manuals
1299290,On short final; an MD-11 was impacted by a bird; which sheared a hydraulic line in the nose gear assembly. This resulted in a loss of the Number 3 Hydraulic System and ability to taxi. The crew requested and received a tow to parking.,Environment - Non Weather Related
1298810,A Finals sector at Atlanta Approach became extremely busy. Due to weather deviations this sector was being fed more aircraft than planned for by the Traffic Management Program and controllers. The sector was receiving aircraft at high speeds and insufficiently sequenced. The controller advised the supervisor of the situation. The controller was to be relieved from the sector but felt they were too busy to take the time to give a new controller a briefing. The controller felt the supervisor was not responding to his requests for spacing from the sectors feeding him. The controller advised the supervisor he would not accept any more aircraft handoffs to his sector. Another controller was sent to relieve him but he felt too busy to give a complete briefing. The relieving controller assumed the position after observing for a while.,Environment - Non Weather Related
1229552,An Air Carrier Captain expressed specific concerns about the environment surrounding the new Runway 10R/28L at FLL which is significantly elevated in order to allow it to run over a freeway system at the east end. Of concern were insufficient lighting designating steep drop offs; mis-located turnoff signs; the failure to use red lighting to highlight threat areas; and the use of reflectors rather than red lighting as the reflectors are not illuminated by landing lights in a timely manner.,Environment - Non Weather Related
1308698,An aircraft was receiving VFR Services from Seattle Center (ARTCC). The ARTCC terminated service with the aircraft and advised them to contact Portland TRACON overlying the aircraft's route. The TRACON advised the aircraft that they had transitioned through UAO's Class D airspace. Even though this designated airspace is not yet published the pilot was aware of it. The pilot believed since he was receiving ATC service from the ARTCC he was allowed to transit this airport's Class D airspace.,Chart Or Publication
1342197,Helicopter pilot reported loss of GPS signal near CRQ.,Environment - Non Weather Related
1754081,Purser reported multiple issues and difficulties during the boarding process and cited not having enough flight attendants to properly staff the flight as a contributing factor.,Company Policy
1728291,Flight instructor reported a confusing note on the RNAV (GPS) RWY 16 approach at DMW that informed the decision to make a procedure turn; however ATC subsequently advised the procedure turn was not authorized.,Chart Or Publication
1757535,First Officer reported two EICAS messages on final; causing a go around to allow time to run the QRH; landing safely on next approach.,Company Policy
1353343,A Cessna Citation Captain reported a loss of GPS signal and satellite coverage along V139 over W-107B at 17;000 feet. GPS function returned a short time later.,Environment - Non Weather Related
1565878,Air carrier Captain reported taxi confusion due to conflicting information between the airport chart; ATC's instructions and safety information received from the company Ramp Control.,Chart Or Publication
1424754,Air carrier Flight Attendant reported experiencing physical allergic symptoms when wearing the new company uniforms.,Equipment / Tooling
1745537,An Approach Controller reported an aircraft did not comply with their vector in a timely manner and flew below the Minimum Vectoring Altitude.,Airspace Structure
1330871,Due to incorrectly applying the MEL for the 'AutoSpoilers' the crew incurred an 'AutoBrakes' aural warning during takeoff roll leading to the decision to reject the takeoff.,MEL
1482736,GSO TRACON Controller reported the radar scope went blank for a few seconds.,ATC Equipment / Nav Facility / Buildings
1284755,ZTL Controller reported a situation while using TBFM [Time Based Flow Management] into Atlanta when he observed a shift in times that made his job more difficult. Controller wants TBFM stopped until everyone at ZTL understands how it supposedly works.,ATC Equipment / Nav Facility / Buildings
1776554,Air carrier First Officer reported that the first four rows of the aircraft were to be left unoccupied for weight and balance reasons; but found out when airborne some of the seats were occupied.,Environment - Non Weather Related
1546650,A Ramp Controller reported an aircraft pushed back without contacting them at the same time there was an aircraft in the ramp waiting for parking.,Company Policy
1276539,ZLA Controller hands off an aircraft to another sector. The handoff; because of a Temporary Altitude in the scratch pad area; goes to another sector. The handoff should have went to the sector that the aircraft was 'temped' at; not one that is possibly a future scope.,ATC Equipment / Nav Facility / Buildings
1346419,An ERJ-175 Captain reported dry ice loaded in the aft cargo bin; a hazmat violation in this aircraft type. Additionally; ground personnel began the pushback without crew clearance after brake release. Ground personnel training appears to be a problem.,Company Policy
1683737,A319 Captain reported concern regarding low amount of fuel on board per flight plan.,Company Policy
1613427,Pilot reported a NMAC with drone at 9500 ft.,Airspace Structure
1281461,A B777 Captain described one part of his company's FAR 117 international ETOP operations compliance shortens preflight time to less than 60 minutes which is unsafe and inadequate for security; crew briefing; flight planning; and aircraft preflight.,Company Policy
1337189,Beechcraft Travelair pilot reported the use of a voltage converter damaged handheld supplemental electronic equipment.,Equipment / Tooling
1745617,Technician reported errors and omissions in Work Cards relating to portable fire extinguishers on company aircraft being returned to service after storage.,Chart Or Publication
1367121,Air carrier flight crew reported that while taxiing to DAL Runway 13R at night and following another aircraft; they failed to hold short at the Runway 13R displaced threshold line. FO stated they did not expect the Hold Short line to be that far back from the Runway entry.,Chart Or Publication
1757341,Tower Controller reported an airborne conflict and cited fatigue from being understaffed as contributing factor.,Staffing
1351593,The Tower Controller in Charge observed a truck entering a taxiway. The Ground Controller did not see the truck. The CIC reports this portion of the airport is blocked from the view of the Local and Ground controllers.,ATC Equipment / Nav Facility / Buildings
1413332,Embraer Legacy 550 Captain reported that his company operations attempted to alter his crew's off-duty time in order to meet flight schedule requirements. The Flight Operations Manual justification that the company was using was found to be in error.,Manuals
1668493,EMB-145 First Officer reported company pressure to operate with lack of proficiency and comfort from the right seat.,Company Policy
1237016,A Dispatcher reported an aircraft departed NTD with incorrect ZFW numbers from CLP.  The aircraft was 19;700 lbs. heavier than what CLP was told by 'ride along.'  The air crew were given incorrect numbers prior to takeoff.,Chart Or Publication
1588422,C172 pilot reported having transponder issues; then additional equipment problems having to land to determine what was wrong with the aircraft.,Equipment / Tooling
1309270,An air taxi flight crew reported an issue with the ILS Runway 6L signal at CLE that caused an unexpected pitch up and down with the autopilot engaged.,ATC Equipment / Nav Facility / Buildings
1616530,A320 flight crew reported returning to departure airport after experiencing multiple bird strikes in both engines.,Environment - Non Weather Related
1336846,Flight Attendants are finding heavy duty seals on the Portable Breathing Equipment (PBE) that has to be cut off in order to use the equipment.,Manuals
1420867,B767-300 flight crew reported executing a go-around after receiving a low altitude alert from the Tower during the Stadium Visual to EWR Runway 29.,Chart Or Publication
1302748,At this airport aircraft on approach to parallel runways must be separated by 1000 feet vertically until established at a certain point on the approach. The controller believed the aircraft were established on the approach and discontinued vertical separation clearing the aircraft for approach. Upon a later review using more precise displays it was determined one of the aircraft were not established within the confines of the approach. The controllers working the aircraft do not have the detailed precise radar display that is used afterwards to analyze their performance.,ATC Equipment / Nav Facility / Buildings
1661060,A ZLC Center Controller reported they received a non-radar aircraft from another sector that was below the Minimum En-route Altitude.,Airspace Structure
1446091,CRJ-900 Captain reported ordering evacuation of the aircraft due to a ground equipment fire.,Environment - Non Weather Related
1488276,ZDV Center Controller reported receiving a NORDO aircraft that wasn't in radar coverage below the Minimum Vectoring Altitude.,Airspace Structure
1418249,Boeing 737 Captain reported being unhappy with the alternate airport on the flight plan; so he attempted to contact the Dispatcher to change it. He couldn't get ahold of him on the SatPhone because he said it's sub-par equipment on their aircraft.,Equipment / Tooling
1383044,SEA Local Controller reported an aircraft enter their Class B airspace on a conflicting course with an air carrier arrival.,Airspace Structure
1576895,Ground personnel reported that due to hand held radios being unuseable; normal work assignments were not being accomplished.,Equipment / Tooling
1323257,A flight plan for an active enroute flight was removed from the ATC system. The aircraft's 'full' data block dropped off the Controller's scope and only a partial data block remained on the radar display. The controllers did not notice for approximately 50 miles and did not realize an aircraft was flying through their airspace.,ATC Equipment / Nav Facility / Buildings
1453353,SCT Controller reported a Parachute jump zone has been established which is in conflict with RNAV Arrival routes and busy VFR transition traffic.,Company Policy
1314331,Captain discovered that FMC's are designed to sometimes auto load a runway with a particular RNAV departure.,Equipment / Tooling
1412398,An Air Carrier Captain describes a series of flights over time in which similar sounding company call signs created the potential for ATC and pilot communication errors. No apparent conflict mitigation was evident.,Company Policy
1759223,Ground personnel reported installation of permanent posts inside the Operational Safety Zone at aircraft gate.,Company Policy
1748941,Flight Attendant reported feeling hot; sweaty and nearly fainting while having to wear a COVID-19 mask during flight.,Company Policy
1762334,A pilot reported there is no way to receive the current weather for 3B1 non-towered airport while airborne.,ATC Equipment / Nav Facility / Buildings
1759658,Air carrier Captain reported checking in and hearing the Controller tell everybody to stand by.  They continued on assigned heading and altitude; finally being told they were on the wrong frequency. Controller reportedly was working multiple frequencies.,Staffing
1725573,Air carrier Captain reported experiencing jamming activity which resulted in loss of GPS position and multiple other system failures. Shortly after the Captain reported the issue to ATC; the jamming stopped and systems returned to normal.,ATC Equipment / Nav Facility / Buildings
1762165,Air carrier Captain reported bleed-through from a nearby radio station into the headset of ground crew blocked some communications during pushback at MIA airport.,Environment - Non Weather Related
1352065,CRJ-700 Flight Attendant reported the passenger entry door handrail came forward more than it should not allowing the door to close using the normal procedures due to a missing retaining clip.,Incorrect / Not Installed / Unavailable Part
1690268,EA-500 Captain reported encountering wake turbulence from a preceding Airbus on arrival into CLT.,Environment - Non Weather Related
1237218,CRP Controller reports of the discontinuity of the STARS at his facility and the STARS at NGP. The interface between the two systems does not allow handoffs; which must be made manually.,ATC Equipment / Nav Facility / Buildings
1440237,CNO Local Controller reported an aircraft departing on downwind turned into traffic on the ILS final approach course to avoid ONT Class C. Based on local agreements the airspace belongs to CNO Tower during its hours of operation; but this is not indicated on the VFR charts.,Chart Or Publication
1334979,When accessing the Fan Air Valve; Maintenance was unable to secure the Fan Reverser in the open position per the Maintenance Manual because the proper tooling was unavailable.,Equipment / Tooling
1775216,Air carrier Captain reported an altitude deviation during approach to CLT while on the JONZE 2 RNAV Arrival.  Captain stated the CDA arrivals to CLT are allegedly problematic and should be eliminated or a 'smoother process' should be implemented.,Chart Or Publication
1681728,Air carrier flight crew reported finding evidence of bird strike on walk around and difficulties finding procedure limitations for their destination airport.,Environment - Non Weather Related
1248842,A pilot over San Francisco reported a commercial radio broadcast loud enough to block NCT and SFO Tower necessitating the flight's exit from Class B airspace.,ATC Equipment / Nav Facility / Buildings
1269278,First Officer reported that during pushback ground personnel used nonstandard commands and phraseology. The reporter felt this issue was due primarily to the use of outsourced ground staff.,Company Policy
1482985,TRACON Departure Controller reported becoming overloaded when a departure deviated from course and allowed another aircraft to fly below the Minimum Vectoring Altitude.,Staffing
1390916,Air carrier ramp employee expressed concern about the safety of reconfigured belt loaders.,Equipment / Tooling
1702519,Flight Attendant reported survival kit lanyard was incorrectly installed; causing confusion over its location.,Incorrect / Not Installed / Unavailable Part
1276605,Dispatcher experiences a loss of ACARS communication with one of his flights while inbound to MMMX during a weather event. Attempts at voice communication through Commercial Radio are also unsuccessful. The communication outage lasts for over one hour; until the aircraft lands safely in MMMX.,Equipment / Tooling
1537404,A pilot reported their takeoff clearance was blocked by frequency congestion causing a delay and canceled takeoff clearance.,Environment - Non Weather Related
1477589,An Observer near Texas Tech University Medical Center (TA79) reported a new crane 120 ft high is lighted but its boom; over 100 ft long horizontally; is not lighted and presents a hazard for helicopters taking off and landing at the adjacent helipad.,Chart Or Publication
1640099,C560XL flight crew reported encountering severe wake turbulence on the arrival into LAX in trail of a B757 that resulted in a 60 degree bank.,Environment - Non Weather Related
1480174,A general aviation pilot reported symptoms of hypoxia due to smoke from widespread fires in Northern California led to a diversion.,Environment - Non Weather Related
1415514,Maintenance Controller reported two deferrals for the MD-11 fuel system were not compatible and the aircraft was removed from service to correct the problem.,MEL
1271256,A regional airline Captain writes to suggest that Company policy be changed to require that one engine be started thirty minutes prior to aircraft boarding at stations which do not provide air carts for aircraft cooling during the hot summer months.,Company Policy
1428180,CRJ-200 First Officer reported diverting for IDG and APU problems. They discovered that a month earlier another crew had a similar experience with the exact same outcome.,Company Policy
1430645,Air carrier Captain reported entering 'KLINE' into the FMS instead of the correct spelling 'KLYNE.' The two fixes are in close proximity and the error was not initially apparent.,Airspace Structure
1478083,ZOA Center controller reported that a sectors' workload has become unmanageable resulting in delays and aircraft conflicts due to the variety of traffic situations and equipment limitations.,Airspace Structure
1572695,B737 flight crew reported a TCAS RA with a small aircraft while on approach to EWR.,Airspace Structure
1663930,EMB-505 flight crew reported confusion with ATC instructions.,Company Policy
1746530,F11 TRACON Controller reported a conflict after an aircraft came over at the incorrect altitude.,Staffing
1514048,General aviation pilot reported two small dogs on the runway on landing rollout. Pilot took evasive action with excess braking to avoid striking one of them.,Environment - Non Weather Related
1286709,A pilot reported his B737-700 had 11 complex MELs with a 27 page print of MEL procedures needing to be checked or procedures needing to be completed prior to flight.,Company Policy
1272769,B737 Captain reported new company procedure calling for no APU start on taxi in are causing some safety concerns.,Company Policy
1289782,G-IV Captain reported encountering wake turbulence at FL340 from another aircraft about 10 miles ahead of them.,Environment - Non Weather Related
1400741,Air carrier First Officer reported that aircrews are not being advised of multiple taxiway closures at IAH and the NOTAMs provided are incomplete.,Chart Or Publication
1467953,NCT TRACON Controller reported about confusion; an airspace violation and constant problems associated with an airport where one sector works the arrival and another sector works the departure.,Airspace Structure
1343345,A Controller reported an aircraft that lined up for the wrong runway due to lighting of the runway. The Controller reported the lights were on step one and he would have had them on step three and also stated the Front Line Managers (FLMs) are having issues with lighting at the airport.,ATC Equipment / Nav Facility / Buildings
1265846,An Aircraft Maintenance Technician (AMT) describes his work environment where the lack of adequate Ground Power Units (GPUs) to supply electrical power to all their ERJ-170 aircraft requires the running of APU's all night in their hangar. As a result; due to the excessive noise levels; mechanics have chosen not to wear ear protection in order to communicate even though they face long term hearing loss.,Company Policy
1444539,B737 pilot reported similar sounding call sign on the same route could have caused confusion.,Company Policy
1550076,Maintenance Technician reported that a proper daily check would not be possible due to special equipment that would be needed but not available.,Equipment / Tooling
1680782,A Fractional pilot reported while on initial approach they received a destination change from Dispatch which did not include enough flight plan information so they landed at their original destination.,Company Policy
1495568,A321 flight crew reported returning to departure airport after encountering what appeared to be party balloons climbing through 8;000 ft. Remains of multiple balloons were found in the right engine.,Environment - Non Weather Related
1670557,A319 Captain reported inoperative APU and excessive temperatures; coupled with insufficient cooling systems caused unsafe operations.,Company Policy
1522099,P50 TRACON Controller reported that during a high volume of traffic they did not notice an airborne conflict after an aircraft descend out of Class B airspace and into Class D airspace.,Airspace Structure
1692176,Maintenance technician reported that careless placement of wheel chocks on the airport ramp created a safety hazard.,Company Policy
1678018,B737NG Captain reported encountering wake turbulence on arrival into PHX in trail of a B737.,Environment - Non Weather Related
1741300,Ground employee expressed concern over being the only employee who wears a face mask and works in close proximity with other team employees.,Company Policy
1774558,TRACON Controller reported an aircraft flew below MVA while correcting back to localizer course.,Airspace Structure
1425155,B737 crew reported a course deviation on the STAR to LAX when runway assigned was not the runway briefed and programmed into the FMC.,Company Policy
1476381,ZNY Center Oceanic Controller reported they had less than required separation between two aircraft on crossing courses even though the ATOP tool did not identify a separation problem.,ATC Equipment / Nav Facility / Buildings
1410894,Flight Instructor reported that one of his students flew an approved solo flight before obtaining a Student Pilot Certificate via IACRA.,Company Policy
1315633,CRJ Captain and Flight Attendant reported they noticed a faint burning odor which was traced to an overheating cell phone charger in the cabin.,Environment - Non Weather Related
1412902,Two maintenance inspectors reported that incorrect fuel nozzles were installed on a Beechcraft BE-300 engines.,Incorrect / Not Installed / Unavailable Part
1563183,B767 Captain reported required documentation for hazardous material was challenged and incorrectly filled out by gate agent.,Company Policy
1555847,B737 Captain reported a climb gradient requirement appears to be missing from the SFO ILS Rwy 28L SA CAT II approach chart.,Chart Or Publication
1661765,B777 Captain reported un-commanded aircraft movement while at the gate prior to departure.,Equipment / Tooling
1308034,An air carrier flight crew flew the MFR RNAV (GPS) D and was surprised by a EGPWS TERRAIN Alert while on profile at 8;500 feet. The EGPWS escape maneuver was completed in IMC; but the approach was completed normally.,Chart Or Publication
1768393,Air carrier flight crew reported turning the wrong way on taxiway due to not clearly understanding Controller instructions. FO stated controllers wearing face masks could have contributed to them not clearly understanding the clearance.,Environment - Non Weather Related
1316072,A Captain reports about deficiencies in the flight planning function of the computer system and its effect on dispatch functionality. The clumsy automation increases workload and decreases effectiveness for dispatch.,Company Policy
1406417,Air carrier First Officer and Tracon Controller reported a missed crossing restriction on the DRMMM1 arrival into ATL.,Airspace Structure
1692702,B737 First Officer reported a ground conflict while entering the ramp due to confusing company and ATC policies.,Company Policy
1383518,A pilot of a Cessna 206B reported while on approach into an uncontrolled airport using CTAF came within 150 feet of colliding with another aircraft below him.,Airspace Structure
1342225,ZAN Controller reported of three operational errors caused by communication inadequacies; and automation issues.,ATC Equipment / Nav Facility / Buildings
1543365,B737-900 Maintenance Technician reported that the information in the IPC was incorrect and misleading.,Manuals
1379465,ZAN ARTCC Controllers reported the current IFR Low Altitude Enroute Chart for their airspace had an MEA error.,Chart Or Publication
1525095,Boeing 737 Captain reported a loss of ability to taxi due to wheel slippage caused by glycol on the tarmac surface.,Environment - Non Weather Related
1740092,General Aviation pilot flying VFR reported experiencing an airborne conflict with an airliner. Pilot stated that lighter traffic during the COVID-19 pandemic was a factor in the decision to not contact ATC; which may have contributed to the event.,Chart Or Publication
1563069,Jacksonville Center Controller reported staffing problems associated with no one available to assist another Controller whose sector was in the red.,Company Policy
1733947,Flight Attendant reported one lavatory sink inoperative and no hand soap available on multiple flights.,Company Policy
1334043,Maintenance installed an incorrect tire on a CRJ-900 aircraft.,Incorrect / Not Installed / Unavailable Part
1265923,SCT Controller reports of a loss of separation he attributes to the pilot descending early next to another aircraft and the radios associated to his position. The Controller has noticed a degradation of radio clearness and the experience of upgraded pilots in that area using the radios.,Equipment / Tooling
1404878,B737 flight crew reported a bird strike with about 20 pigeons while on short final to BUR.,Environment - Non Weather Related
1686830,CRJ200 Captain reported gear horn warning due to passing higher terrain on visual approach.,Environment - Non Weather Related
1768219,Flight Attendant reported concerns with having to wear a face mask for so long throughout trips.,Environment - Non Weather Related
1368644,During climb in an A320 in contact with ATC controllers for vectors for traffic and clearance for flight levels; the flight crew was distracted by a company message via ACARS about a return flight causing a slowing of the climb rate.,Airspace Structure
1630870,CMH TRACON Controller reported staffing issues at the facility.,Staffing
1775759,Air carrier pilot reported problems flying into a specific country relating to COVID-19.,Environment - Non Weather Related
1367235,A320 Dispatcher was coerced into releasing an aircraft with two section 27 CDL's even though the CDL limitation stated 'No more than one part of one system may be missing except if otherwise specified. Parts of different systems may be simultaneously missing; unless otherwise specified in this list.',Company Policy
1279193,EMB-190 Flight Crew at 8;000 feet experiences a TCAS RA generated by a VFR aircraft at 7500 feet but shown as -400 on the TCAS display and visually 200 feet laterally. The RA is to monitor vertical speed and no deviation is required.,Airspace Structure
1532085,GA pilot reported that he mistook a neighboring airport for his destination resulting in an airspace violation.,Environment - Non Weather Related
1578092,757 Captain reported the crossing restriction at ARCHI on the SFO DYAMD4 STAR; as published; is incorrect and requires ATC to amend the altitude.,Chart Or Publication
1434252,ZHU Controller reported working 4 positions combined with heavy traffic and no help.,Staffing
1674524,Captain reported a cabin crew member became incapacitated due to a food allergic reaction.,Company Policy
1697562,B767 Captain reported that a non-MEL item had not been repaired at the first available station and other items had not been placed on MELs.,Company Policy
1684225,B737-900 fight crew reported a bird strike during takeoff which caused damage to hydraulic lines; resulting in a subsequent loss of fluid in Hydraulic System A.,Environment - Non Weather Related
1694805,Jacksonville Center Controller reported not noticing an unidentified VFR aircraft on a converging heading with an IFR descending aircraft that responded to a TCAS RA due to high workload from lack of proper staffing at facility.,Staffing
1760307,A helicopter pilot; after making appropriate calls at an uncontrolled airport; reports conflict with another aircraft who had not responded but appeared to be departing or overflying the runway.,Airspace Structure
1763592,Air Carrier pilot reported the wing walker told them they missed contacting a parked truck at an adjacent gate by one foot while taxiing in.,Company Policy
1299503,An air carrier Captain on an overwater international flight reported difficulty dealing effectively with a sick passenger in large part because of what he feels are less effective manuals that stem from bad decisions following a merger.,Company Policy
1600787,Maintenance Technician reported being forced to work overtime; describes a high stress environment due to low staffing resulting in fatigue and an unsafe situation.,Company Policy
1774011,Air carrier Captain reported concerns with security checks in the terminal area that do not allow for proper social distancing.,Environment - Non Weather Related
1699813,A321 Captain reported a bird strike occurred on the Captain's side pitot tube; causing erratic airspeed fluctuations.,Environment - Non Weather Related
1352243,A Center Controller received a handoff on an aircraft at an altitude not in compliance with the facility SOP manual.,Manuals
1428338,ZLA Center Controller reported an aircraft did not have the updated OAPM Arrival procedures for their destination.,Chart Or Publication
1748782,Air carrier flight crew reported a track deviation while on the SEA HAROB6 departure due to a charting discrepancy.,Chart Or Publication
1425976,A Controller reported a VFR aircraft depart an airport that was going to be in confliction with their aircraft on approach so they issued a vector away to the the VFR aircraft.,Airspace Structure
1585659,B777 First Officer reported the EFB timed out on rollout; making him unable to use the 10-9 airport diagram for taxi.,Equipment / Tooling
1379224,Following an unscheduled stop; a B777 replacement crew noted a large weight and balance error on the aircraft when nothing was taken off or added because of Custom's restrictions. Three weight and balance revisions finally produced an acceptable and safe report.,Company Policy
1338754,B737 First Officer reported a problem with the iPad mounting tray interfering with their ability to manipulate the flight controls.,Company Policy
1447945,Air carrier Captain reported he refused to take an unescorted deportee on a flight even though it was company policy.,Company Policy
1278748,A VFR Helicopter pilot at 2;200 feet with TOL ATC traffic advisories reported a near miss after a single engine aircraft passed 200 feet beneath him without an ATC advisory. ATC reported a faint 'ghost' target.,ATC Equipment / Nav Facility / Buildings
1695452,Air carrier pilot reported that an Electronic Flight Bag mount interfered with the movement of the flight controls and could be a potential safety risk.,Equipment / Tooling
1443231,Maintenance Technician reported that after replacing a reverser actuator using an alternate part number; he was informed that the part may have had an incorrect parts tag.,Incorrect / Not Installed / Unavailable Part
1497866,Airbus 320 Maintenance Technician reported that external power cord malfunctioned.,Equipment / Tooling
1507286,Air Carrier flight crew reported a bird strike during departure.,Environment - Non Weather Related
1532879,ZDC Controllers reported during a busy complex period; issuing a descent clearance resulting activating both conflict alert; and the aircraft RA's. Controller reported declining proficiency level due to other duties; and poor ability to recover from ATC conflict situations.,Airspace Structure
1389243,Air carrier flight crew reported they were cleared to taxi on a taxiway that was not authorized for their aircraft. They noted the current Jeppesen chart was not correct.,Chart Or Publication
1264493,C525 is informed by ATC prior to descent into SLC that GPS jamming is occurring and a non RNAV arrival is assigned. After landing the NOTAMs are checked and none can be found for the jamming event.,Environment - Non Weather Related
