,Assessments_Primary_Problem,Report_1_Narrative,Report_2_Narrative
1244448,equipment/tooling,During routine cruise at 13000 feet MSL; in an unpressurized aircraft; using a Mountain High O2D2 oxygen regulator; trailing pilot in a flight of two aircraft experienced significant hypoxia.  The lead pilot recognized classic signs - noticeable slurring of speech; decreased cognitive/situational awareness; altitude/course deviation.  Reduction of altitude and 'keeping the pilot talking' yielded a safe landing; with no accident; injury or damage; thanks also to cooperation from Center (Air Traffic Control).The O2 regulator was approximately 10 years old; and had never been returned for upgrades/repairs.  Thus sensors/regulator may be out of spec by this time; and AA (power source) batteries may have been low.  No interval for regulator maintenance was specified at time of production.  The affected pilot is nearly 60 years old; somewhat 'out of shape' with little physical exercise; mainly desk work; and approximately 6 feet 4 inches; 220 pounds; so the delivered oxygen dosage was apparently inadequate; and Pilots' shallower; less pulsatile breathing after hours of flight at altitude may not have triggered oxygen release reliably with this older; non-upgraded model.  It is also possible that the vinyl delivery hose became bent or crimped; denying 02 flow.  In a high noise environment; the regulator alarm may be inaudible.Suggestion: Routine maintenance for this device may be a logical requirement; for flight safety reasons. Manufacturer offers upgrades/rebuild in the $100 range; so the cost/safety tradeoff is a reasonable one.  Affected pilot is having his unit upgraded immediately...,
1246898,equipment/tooling,Low visibility evening in ATL with low ceilings and fog. While in line for takeoff we heard two preceding aircraft request the tower to dim the runway lights while they were waiting for takeoff clearance. Controller responded that [they] couldn't reduce intensity due to FAA rules. We were [cleared] to line up and wait on runway 9L. As we waited for takeoff I; too; found the new LED lights extremely bright. During the takeoff roll as the First Officer made required 80 knot callout I cross checked my airspeed indicator and was surprised that the outside lighting was so bright it was very difficult for me to read my flight instruments. During climbout we heard the following aircraft request the lights be dimmed also. I believe the tower controller needs the authority to dim the runway lights when asked repeatedly by departing flight crews. The new LED lights can be so bright they become a hindrance to safe operations.,
1248046,equipment/tooling,While loading the aft cargo compartment with mail sacks using a belt loader; we noticed multiple sacks that kept getting caught between the belt conveyer and the new roller on the front of this newly modified belt loader. While [cargo bay handler] was trying to un-catch the mail reaching out of the cargo compartment his glove also got caught in the same roller area. Fortunately the thumb of the glove ripped off before his hand was sucked into the conveyor and roller area.,
1252008,equipment/tooling,MEL was added in KOA after flight was already released.  Upon pulling new flight plan to add MEL and reflect that continuous APU burn statement and applicable fuel were reflected; the new flight plan showed the words 'APU continuous ops flight plan' yet did not show the required additional fuel burn.  Several minutes went by with many people looking into what the problem was and finally Mr. X was called and he had to take action from his house; which is all too common.  It was earlier suggested that a reference flight plan be pulled using a different tail number with same MEL and in that reference flight plan we saw the correct added fuel (411 lbs).  I suggested pulling yet another reference flight plan with a different tail number to compare.  The additional fuel was also 411 lbs.  I added 1000 lbs delay fuel with concurrence of the captain to know that we should have sufficient fuel.  It was then decided that because Mr. X was heading home to access his own computer to 'fix' today's problem that it was best to wait until the fix before letting the aircraft blast off.  The flight was already showing an -out- time as my message telling them to hold didn't reach the crew in time according to them. (I also called KOA ops to have them hold the flight).  Once the problem was fixed I was able to pull the correct flight plan with proper verbiage and fuel burn (421 lbs); have the agents deliver paperwork to the crew and be on our way.,
1252884,equipment/tooling,I received a Risk Analysis Event for a situation that I was unaware of regarding Aircraft X that had filed an Equipment suffux /L indicating that the aircraft was RVSM capable. Apparently in the Remarks was something stating that they were Non-RVSM. I was working R86 for approx 3-5 minutes; Miami Center called me and informed me that Aircraft X (northbound aircraft) requesting FL430; wanted to level off at FL400 for a few minutes and that he was my control reference Aircraft Y southbound at FL410. Their was no mention of RVSM capability and no coral box around the call sign visually indicating that the aircraft was Negative RVSM. ZMA had the handoff on Aircraft Y. ZMA (R64) switched Aircraft X to me a few minutes later when the aircraft were a few miles apart near the boundary. After the aircraft had passed I asked Aircraft X if he was ready for higher; he said something about the rides being good and that he would stay at FL400 if able. There was no mention of RVSM at all; neither by the pilot or ZMA.  He was filed as a [aircraft type]/L. I had several aircraft at FL400; I gave shortcuts to a couple to keep them route seperated; Aircraft X asked if he could get direct ATL as well. I made that happen using Mach numbers with him and a like type ahead. It is my understanding that at some point a ZTL controller discoved the discrepancy between the remarks and equipment suffix that was filed. Perhaps the person responsible at the flight data position where this flight originated or whoever filed this flight plan at Flight Service in the NAS make sure that the equipement suffix and remarks section are accurate and clear. This aircraft made it all the way through ZMA and ZJX without anyone noticing. I to this day; do not know how it was written or desribed in the remarks section that the aircraft was Negative RVSM. It has been my experience that when a pilot checks on that is Negative RVSM; they usually state that even though it is know by the equipment suffix and the visual indicator (coral box); and prior coordination between controllers or supervisors.  I cant think of a single instance that I have discovered that an aircraft was Neg-RVSM by reading the remarks section of a flight plan. The information that is usually found there might be Sat phone # or Cuban overfly info; or a dog on board. Had I been sitting at the sector longer perhaps I would have discoved it but after a couple of minutes after sitting down I was answering land lines and working traffic. Im not a professonal pilot but I have encoutered enough situations where pilots have no idea as to what equipment suffix they are when they have a malfuntion of a piece of equipment. With the amount of times it has changed for controllers as well; it comes as no suprise that something like this has happened. On a daily basis I'm dealing with the RNP values and suffix's in order to issue an aircraft the advanced RNAV arrival into airports we serve. That goes for Air carriers and GA aircraft.,
1256553,equipment/tooling,I was training on the TOGA sector. Aircraft X departed and immediately checked on with a RA alert for a helicopter the Tower had called traffic on. Because of the RA he said he could not climb. After the traffic was about 3 miles behind him I told Final Assist (FA) to ask him if he could accept a climb now. He said negative that he was still getting the RA and refused to climb. A few more miles went by and I told FA to give him a low altitude alert and the MVA. A mile later he still would not climb so I keyed up instead of the trainee and told Aircraft X that he needed to climb because of the MVA and instructed him to fly present heading and gave instruction to climb to FL050 no delay and issued traffic I observed to him. At the time the traffic was about 1 o'clock and 4 miles. They were converging at a rapid pace and with the him just beginning a climb I knew he was over the freeway so I turned him North heading 360 a vector for him climb which was below the MVA. It was a matter of safety and after pulling up the Emergency Obstruction Video Map (EOVM) and the GEOG map to see the freeways the risk of collision was greater than the terrain. He turned North and continued the climb to FL050. He then said that he wanted to return to SJC because his equipment had malfunctioned. He later told the LICKE controller that his proximity alert was stuck on so it was like the traffic was directly over the aircraft and that he was refusing to climb. It wasn't until later when I insisted that he climb because of terrain and traffic that he finally began a climb. Because it was an equipment malfunction with the aircraft and not procedures there are no recommendations that I have for this event. The only thing that might have been helpful would have been if the Tower would have held on to the aircraft until the traffic was not a factor and ensured separation before shipping the aircraft. As it was he checked in with the RA so there was nothing we could do at this point. Additionally the LICKE sector was very busy so our options were limited with what we could do with the Aircraft.,
1259018,equipment/tooling,While on climb out from EWR the First Officer (FO) and I noticed a red STKMIC indication on Comm 2. We figured out that Comm 2 was continuously transmitting on its own without any sound being picked up by any of the microphones (O2 masks; headsets; hand mic; etc.). About an hour and a half into the flight the flight attendants called via the EMER call and asked if we had been calling the cabin because there had been numerous hi-lo chimes but when they picked up the interphone there was no one on the line. As they were describing the problem the connection between the flight attendants and the fight deck cut out. We tried to contact the flight attendants back by pressing CABIN on the audio panel but there was no chime that sounded in the cabin and it did not connect. We pressed the EMER button and it connected but did not chime the flight attendants; it just happened to be that the flight attendants were still talking and did not knew we had been cut off. We established that we would use 3 knocks on the door and a note slipped through the top if they needed to get a hold of us and 5 knocks on the door if it was an emergency. As the FO and I started trouble shooting; we looked into the MEL book for what the operating procedure would be with an inoperative Comm 2. It advised to put Comm 3 into VOICE mode and use that as a second radio. When we did that we discovered that it also continuously transmitted just like what was happening to Comm 2 and it was unable to be used for voice communication. We sent several messages to dispatch and it worked normally for all ACARS functions. Then the FO and I looked into the MEL book to find what the operating procedure was for a failed intercom. It advised that at least one flight attendant station needed to be fully operative. Both flight attendant stations were affected and the cabin was unable to get a hold of us by normal means. We tried to contact the cabin via interphone again and none of the buttons on the audio panel worked by sending a chime; so we made a PA for the FA's to call the flight deck and we just happened to press the EMER button as they were talking into the interphone again. It only worked for a few seconds before cutting out again. At that time we discussed with between ourselves dispatch about diverting to MEM because it was just under 100 miles ahead. We were also unsure if there would be further communications failures; we were already down to Comm 1 for the only radio that could be used for voice communications; and we were unable to communication with the cabin by a normal means. We diverted to MEM to avoid any further failures. While on descent into MEM; the cabin interphone system started to continuously chime the flight attendants without any action from us. It only stopped if the flight attendants took the phone off the hook. We deplaned the passengers once getting to the gate and eventually the flight was cancelled.A decision was made to divert to MEM after experiencing a failure of Comm 2; Comm 3 for voice communications; and an abnormally functioning interphone system. We were unsure if there would be further problems and a possibility of losing all communications and felt that diverting would be the most prudent course of action.,During climb out we noticed a red 'micstk' message located on com2. We proceeded to trouble shoot and determined that it wasn't either of our mics or the jumps seat mic transmitting; however com 2 was inoperative. We also looked in the AOM for this message but we unsuccessful. Then we noticed the Flight Attendants (FA) were calling us with the emergency channel on the interphone. It was difficult to hear what they were saying but we determined they thought we had called them (which we did not) but they would call us back. The Captain then looked in the Mel book and read that if COM2 was into we are to use com3 in voice mode. We attempted to do so but ran into the same problem as incurred with com2. Then FA's tried calling again however no chimes or lights occurred when we called them or they called us. Communication was only possible over emergency channel but for only a few seconds. We were constantly pushing the emergency button in order to hopefully maintain a conversation because it would inadvertently cut off. So now down to 1 com (com1); unable to communicate with the cabin and having no clue why all of these electrical/communication problems were occurring. We decided it was necessary to divert to MEM.
1262418,equipment/tooling,Aircraft X checked onto my frequency at Flight Level 340 requesting FL360. As soon as I was able; I climbed him to FL360. At this point he was approximately 40 miles from opposite direction traffic climbing out of DFW. I anticipated separation and climbed Aircraft Y to FL350 (I believe he was out of FL310 when this was issued). A few minutes later; I noticed Aircraft X was levelling at FL355. Concerned they now might be traffic with Aircraft Y; I asked Aircraft X to report level at FL360. No response. I attempted again; no response. I then noticed Aircraft X descending (FL354) head-on into Aircraft Y. Two immediate clearances were issued; one to Aircraft X (30 degrees right; no response) and one to Aircraft Y (descend to FL330). Shortly after the immediate clearances were issued; Aircraft X responded and told us he was trying to get a hold of us and was turning left 30 degrees. I can only assume we kept blocking each other out although I never heard him transmit anything. He went on to tell me that there was a ghost target 400 feet above where he was (FL355). There was no traffic 400 feet above. He leveled off without saying anything and stayed there for several minutes. I queried him on receiving a TCAS RA and he said that he did not receive one. The target for Aircraft X was in the vicinity of two others: Aircraft Y (now at FL340) and another carrier (directly above at FL390). After getting things somewhat stabilized; Aircraft X mentioned over the frequency that this same airplane had similar issues that were previously reported. It's my mistake for anticipating separation; however working a heavy departure sector we have to take some calculated risk getting aircraft safely to altitude. The immediate actions that were taken did not result in a loss of separation and more importantly kept the planes separated. Going forward I will start using a time to climb clearance and focus on calling traffic earlier to key in the pilots on the traffic situation as well. As for the pilot; I understand that he has a duty to keep the passengers safe. Avoiding a ghost target; in my opinion; was the right move on his part. I wish he would have advised us prior to taking action then it would have been a non-event; but as he mentioned he said he made an attempt to tell us with no response. If the plane really did have previous reports of this issue then I believe that needs to be a priority for this airline and the FAA. Had the pilot of Aircraft X decided to descend to FL350 or FL345 on his own to avoid the conflict; there very well could have been a midair collision. Thankfully we're just talking about faulty equipment that can be fixed.,
1262677,equipment/tooling,DEN was landing LARKS..DEN; the southern arrival gate for our airspace.  We had multiple thunderstorm deviations as well as many altitude changes happening at the same time.  I was training on sectors 25/65 (combined); and received an Approval Request (appreq) call from sector 61; the airspace to our east.  The controller from 61 was appreqing Aircraft X; block 270B290 Non-standard formation within 3 miles.  I pulled the flight up in my Position Display (PD) and looked at the route.  It appeared that they barely touched our northern boundary; and I approved a point out.  At that time the other controller told me the flight was deviating left for weather; to which I approved coming into our airspace.  After discussing the route with my trainer; we decided that the altitude was going right through all of the other DEN arrivals at the LARKS area.  At this time the Radar controller called 61 to work out another option; asking if the flight could go higher so we could get our arrivals underneath.  We never had any flight plan information on the Aircraft Y flights; thus no indication that the whole group was NON-RVSM.  The Aircraft X pilot checked on 310B330 heavy.  After questioning the pilot said the formation flight was within one mile of his aircraft; but never mentioned NON-RVSM.  As the flight progressed through our airspace we descended three flights that would conflict with NON-RVSM separation standards.Aircraft Z was issued a descent to 270 and passed Aircraft X at FL293.Aircraft A was issued a descent to 340 from 390 and passed over Aircraft X at FL340Aircraft B was issued a descent to 270 from 370 and passed under Aircraft X at FL300.The three planes referenced to Aircraft X and the Aircraft Y flights were within the needed 2;000 foot separation for NON-RVSM.We were finally able to get the CID for Aircraft Y; and able to start a track with the entire formation flight.  Ensure communication is updated when NON-RVSM flights are entering RVSM airspace.  Always track the following flight (in this case the Aircraft Y).  Seemed to be a multi-sector/multi-center communication breakdown on whether or not Aircraft X was ever with the Aircraft Y flights.,I was at the time the R-side controller on ZDV 25/65.  Working a heavy arrival sector that had gone single stream in our gate with deviations due to weather.  Aircraft X was at FL 270B290; slant L; with Aircraft Y in his flight; standard formation; and deviating south towards my arrival stream which was going to interfere with our arrival flow.  I asked for him to come across my boundary at 310B330 to allow DEN arrivals to descend underneath him and his flight of 4.  Later it was revealed that the 4 Aircraft Y's were in fact not RVSM equipped; which would have negated the Aircraft X/L qualifier.  Had I known; provisions could have been made to provide more than standard separation minimums.Rules for military identifying themselves as non-RVSM on check in should be reviewed.
1263859,equipment/tooling,Aircraft X was receiving VFR flight following from to GGE at 4;000 feet. Due to active R5314/Phelps MOA airspace; Aircraft X was placed on a heading of 283 to remain clear on R5314. Two fighters checked-in 5 miles west of R5314J VFR at 3;500 and were cleared to enter. Aircraft Y proceeds inbound from the southwest corner of R-5314J. Concurrently Aircraft X cancelled flight following and requested to proceed VFR; after the controller advised 'radar services terminated; frequency changed approved'; Aircraft X turned southwest bound into the northwest corner of R5341J descending to 3;500 feet. The Aircraft Y flight and Aircraft X were nose to nose at about 2 miles closing to about 1 mile. A blind broadcast was made to Aircraft X to remain clear of R5314J and to turn heading 250. The pilot of Aircraft X then proceeded to inform Cherry Point ATC that [they were] clear of the airspace. NKT ATC informed [them] that [they] was in R5314J and the pilot responded that her [GPS display] showed the airspace from 6;000 feet to FL180. NKT ATC then informed her that R5314J was from 1;000 feet to 6;000 feet as depicted on the Charlotte sectional. It appears that the [GPS display] was only depicting the Phelps A MOA which is from 6;000 feet to FL180 but not R5314J. The pilot of Aircraft X was convinced the only airspace there was Phelps A MOA.,
1264534,equipment/tooling,Aircraft X departed LEX assigned 050 for crossing traffic that was pointed out to tower. Crossing traffic was aircraft Y.  Traffic was issued to both aircraft by radar east. Shortly after; aircraft Y reported the aircraft X in sight.  As legal class C separation of 500 feet vertical was being maintained; aircraft Y was not instructed to maintain visual separation as it was not required.  Aircraft X was advised aircraft Y had him in sight but aircraft X immediately reported he was responding to RA and descending.  The pilot of aircraft X stated that even he was confused why his TCAS was commanding an RA in this situation.  No loss of separation occurred.This is all too common an occurrence in Class C radar environments.  It's getting so that we either have to provide 3 miles or 1;000 feet between IFR/VFR aircraft or else the IFR will report they're responding to a TCAS RA for a non-event.  I honestly have no idea what could be done to fix the issue.  It's not like we want to go back to the days of giving the pilots an option to follow or not follow TCAS RAs; but perhaps there needs to be a system setting for Class C/D airspace and Class A/B airspace environments. Given that the pilot of the Aircraft X sounded perplexed as to why he was getting an RA; and the frequency at which this type of event occurs; it doesn't seem too farfetched to consider that maybe pilots are getting tired of such 'the boy yelled wolf!' scenarios.  At what point do such nuisance/unwarranted RAs cause pilots to lose faith in the RA system; or induce a false sense of complacency when responding to them?,
